yORF	gene_name	GFP_tagged	GFP_visualized	TAP_visualized	abundance	error	localization_summary	ambiguous	mitochondrion	vacuole	spindle_pole	cell_periphery	punctate_composite	vacuolar_membrane	ER	nuclear_periphery	endosome	bud_neck	microtubule	Golgi	late_Golgi	peroxisome	actin	nucleolus	cytoplasm	ER_to_Golgi	early_Golgi	lipid_particle	nucleus	bud
YNR008W	LRO1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR020C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR025C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR032C-A	HUB1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR036C		tagged	not visualized	TAP visualized	238	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR037C	RSM19	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR042W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR057C	BIO4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR058W	BIO3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR059W	MNT4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR060W	FRE4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR062C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR063W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR064C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR065C	YSN1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR066C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR068C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR069C	BSC5	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR070W	PDR18	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR071C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR072W	HXT17	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR073C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR074C		tagged	not visualized	TAP visualized	1560	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR076W	PAU6	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YNR077C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL002C	PHO36	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL003C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL008W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL013W-A		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL014W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL015W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL018C	TLG2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL024W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL025W	LAG2	tagged	not visualized	TAP visualized	195	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL026C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL029C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL035C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL036W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL037C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL040C	RPS15	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL046C		tagged	not visualized	TAP visualized	1780	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL050C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL053W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL063C	MOR1	tagged	not visualized	TAP visualized	125	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL065C	INP54	tagged	not visualized	TAP visualized	1200	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL073C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL075C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL078W	AVO1	tagged	not visualized	TAP visualized	704	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL079W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL083W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL085C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL086C	ADH1	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL086W-A		not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL091W	SPO21	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL095C	HMI1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL099C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL104C	NDJ1	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL106W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL109W	ZEO1	tagged	not visualized	TAP visualized	technical problem	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL110W	SHR5	tagged	not visualized	TAP visualized	937	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL114C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL118C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL119C	MCH4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL120C	RPL18A	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL122C	SMF1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL127W	RPL25	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL128C	YGK3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL131W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL132W	GAS4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL133W	HRT1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL146W	PSF3	tagged	not visualized	TAP visualized	2210	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL152W	FRE7	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL153C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL155C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL156W	HXT11	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL157C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL158C	ENB1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL159C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL160W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL161C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL162W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL163W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL164W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL165C	AAD15	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOL166C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR003W	YSP3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR005C	DNL4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR008C-A	KIM1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR008W-B		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR009W	TIR4	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR010C	TIR2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR011W	AUS1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR012W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR013W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR015W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR019W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR020C	HSP10	tagged	not visualized	TAP visualized	149	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR021C		tagged	not visualized	TAP visualized	2520	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR024W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR029W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR030W	DFG16	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR031W	CRS5	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR032C	HMS1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR036W	PEP12	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR041C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR047C	STD1	tagged	not visualized	TAP visualized	238	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR049C	RSB1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR050C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR053W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR054C	VHS3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR055W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR066W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR067C	ALG8	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR068C	VAM10	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR071C		tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR072W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR079C	ATX2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR080W	DIA2	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR082C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR088W		tagged	not visualized	TAP visualized	639	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR090C	PTC5	tagged	not visualized	TAP visualized	7550	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR093C		tagged	not visualized	TAP visualized	41.1	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR096W	RPS7A	tagged	not visualized	TAP visualized	41000	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR097C		tagged	not visualized	TAP visualized	1200	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR100C	CRC1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR102W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR103C	OST2	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR105W		tagged	not visualized	TAP visualized	3670	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR106W	VAM3	tagged	not visualized	TAP visualized	414	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR111W		tagged	not visualized	TAP visualized	1940	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR114W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR119C	RIO1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR121C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR125C	CAT5	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR126C	IAH1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR134W	BAG7	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR135C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR137C	SIA1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR139C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR145C	PNO1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR146W		not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR149C	SMP3	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR155C	ISN1	tagged	not visualized	TAP visualized	1590	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR159C	SME1	tagged	not visualized	TAP visualized	556	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR166C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR169C		not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR170W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR177C	MPC54	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR178C	GAC1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR180C	DCI1	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR183W	FYV12	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR186W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR190W	SPR1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR192C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR194C	TOA1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR200W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR202W	HIS3	tagged	not visualized	TAP visualized	2100	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR203W		not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR204W	DED1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR211C	MGM1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR218C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR219C	STE13	tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR222W	ODC2	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR223W		tagged	not visualized	TAP visualized	low signal	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR225W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR235W		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR237W	HES1	tagged	not visualized	TAP visualized	1690	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR242C	SSP2	tagged	not visualized	TAP visualized	3000	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR250C	CLP1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR255W	OSW1	tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR256C		tagged	not visualized	TAP visualized	300	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR257W	CDC31	not tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR263C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR268C		tagged	not visualized	not TAP visualized	not visualized	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
