Gene	Ensembl.Gene.ID	Essential	Transcript.length	Strand	GC.content	Enzyme	SEG.low.complexity	Transmembrane.domain	Signal.peptide	Coiled.coil	Nucleus	Mitochondria	ER	Cytoplasm	Ribosome
ULA1	YPL003W	0	1389	1	39.6	0	0	0	0	0	0	0	0	0	0
ULI1	YFR026C	0	510	-1	41.57	0	0	1	1	0	0	0	0	0	0
ULS1	YOR191W	0	4860	1	38.44	1	1	0	0	1	1	1	0	0	0
UME1	YPL139C	0	1383	-1	37.53	0	0	0	0	0	1	0	0	1	0
UME6	YDR207C	0	2511	-1	44.44	0	1	0	0	0	1	0	0	0	0
UMP1	YBR173C	0	447	-1	44.3	0	0	0	0	0	1	0	0	1	0
UNG1	YML021C	0	1080	-1	41.2	1	1	0	0	0	1	1	0	1	0
UPC2	YDR213W	0	2742	1	42.67	0	1	0	0	1	1	0	0	1	0
UPF3	YGR072W	0	1164	1	35.14	0	1	0	0	1	1	0	0	1	0
UPS1	YLR193C	0	528	-1	41.29	0	0	0	0	0	0	1	0	0	0
UPS2	YLR168C	0	693	-1	38.38	0	0	0	0	0	0	1	0	0	0
UPS3	YDR185C	0	540	-1	42.59	0	0	0	0	0	0	1	0	0	0
URA1	YKL216W	0	945	1	38.62	1	0	0	0	0	1	0	0	1	0
URA10	YMR271C	0	684	-1	39.77	1	1	0	0	0	0	0	0	1	0
URA2	YJL130C	0	6645	-1	39.98	1	1	0	0	0	0	1	0	1	0
URA4	YLR420W	0	1095	1	39.82	1	0	0	0	0	1	0	0	1	0
URA5	YML106W	0	681	1	41.12	1	0	0	0	0	1	0	0	1	0
URA7	YBL039C	0	1740	-1	40.17	1	1	0	0	0	0	0	0	1	0
URA8	YJR103W	0	1737	1	45.54	1	1	0	0	0	0	0	0	1	0
URC2	YDR520C	0	2319	-1	36.39	0	1	0	0	0	1	0	0	1	0
URE2	YNL229C	0	1065	-1	38.87	0	1	0	0	1	0	0	0	1	0
URH1	YDR400W	0	1023	1	39.69	1	1	0	0	0	1	0	0	1	0
URK1	YNR012W	0	1506	1	38.18	1	1	0	0	0	1	0	0	1	0
URM1	YIL008W	0	300	1	38	0	0	0	0	0	1	0	0	1	0
URN1	YPR152C	0	1398	-1	44.78	0	1	0	0	1	1	0	0	0	0
USA1	YML029W	0	2517	1	40.33	0	1	1	0	0	0	0	1	0	0
USV1	YPL230W	0	1176	1	41.67	0	1	0	0	0	1	0	0	0	0
UTH1	YKR042W	0	1098	1	50.46	0	1	0	1	0	0	1	0	0	0
UTP30	YKR060W	0	825	1	36.61	0	0	0	0	0	1	0	0	0	1
UTR1	YJR049C	0	1593	-1	40.99	1	1	0	0	0	1	0	0	1	0
UTR2	YEL040W	0	1404	1	42.24	1	1	0	1	0	0	0	1	0	0
UTR4	YEL038W	0	684	1	46.35	1	0	0	0	0	1	0	0	1	0
VAB2	YEL005C	0	849	-1	36.63	0	0	0	0	1	0	0	0	1	0
VAC14	YLR386W	0	2643	1	37.95	0	1	0	0	0	0	0	0	0	0
VAC17	YCL063W	0	1272	1	40.17	0	1	0	0	1	0	0	0	0	0
VAC7	YNL054W	0	3498	1	39.34	0	1	1	0	0	0	0	0	1	0
VAC8	YEL013W	0	1737	1	37.82	0	1	0	0	0	0	0	0	0	0
VAM10	YOR068C	0	345	-1	41.74	0	1	0	0	0	0	0	0	0	0
VAM3	YOR106W	0	852	1	40.14	0	1	1	0	0	0	0	0	0	0
VAM6	YDL077C	0	3150	-1	35.78	0	1	0	0	1	0	0	0	0	0
VAM7	YGL212W	0	951	1	45.53	0	0	0	0	1	0	0	0	1	0
VAN1	YML115C	0	1608	-1	40.42	0	1	1	0	0	0	0	1	0	0
VBA1	YMR088C	0	1689	-1	38.66	0	1	1	0	0	0	0	0	0	0
VBA2	YBR293W	0	1425	1	37.89	0	1	1	0	0	0	0	0	0	0
VBA3	YCL069W	0	1377	1	39.36	0	1	1	0	0	0	0	0	0	0
VBA4	YDR119W	0	2307	1	38.58	0	1	1	0	1	0	0	0	0	0
VBA5	YKR105C	0	1749	-1	40.19	0	1	1	0	0	0	0	0	0	0
VCX1	YDL128W	0	1236	1	42.07	0	1	1	0	0	0	0	1	0	0
VEL1	YGL258W	0	621	1	42.19	0	0	0	1	0	0	0	0	1	0
VFA1	YER128W	0	612	1	39.71	0	1	0	0	1	0	0	0	1	0
VHC1	YBR235W	0	3363	1	40.08	0	1	1	0	0	0	0	0	0	0
VHR2	YER064C	0	1518	-1	39.2	0	1	0	0	0	1	0	0	0	0
VHS1	YDR247W	0	1386	1	39.25	1	1	0	0	0	0	0	0	1	0
VHS2	YIL135C	0	1311	-1	44.09	0	1	0	0	0	0	0	0	1	0
VHS3	YOR054C	0	2025	-1	42.91	0	1	0	0	0	0	0	0	0	0
VID22	YLR373C	0	2706	-1	37.77	0	1	0	0	0	1	0	0	0	0
VID24	YBR105C	0	1089	-1	42.33	0	0	0	0	0	1	0	0	1	0
VID27	YNL212W	0	2349	1	37.38	0	1	0	0	0	0	0	0	1	0
VID28	YIL017C	0	2766	-1	37.64	0	1	0	0	0	1	0	0	1	0
VID30	YGL227W	0	2877	1	37.26	0	1	0	0	0	1	0	0	1	0
VIK1	YPL253C	0	1944	-1	35.44	0	1	0	0	1	1	0	0	1	0
VIP1	YLR410W	0	3441	1	39.03	1	1	0	0	0	0	0	0	1	0
VMA1	YDL185W	0	3216	1	41.17	1	1	0	0	0	0	0	0	0	0
VMA11	YPL234C	0	495	-1	43.64	0	1	1	0	0	0	0	1	0	0
VMA13	YPR036W	0	1437	1	44.61	0	1	0	0	1	0	0	0	0	0
VMA16	YHR026W	0	642	1	41.59	0	1	1	0	0	0	0	1	0	0
VMA2	YBR127C	0	1554	-1	42.34	0	1	0	0	0	0	0	0	1	0
VMA21	YGR105W	0	234	1	40.6	0	0	1	0	0	0	0	1	1	0
VMA22	YHR060W	0	546	1	38.1	0	1	0	0	1	0	0	1	0	0
VMA3	YEL027W	0	483	1	42.86	0	1	1	0	0	0	0	1	0	0
VMA4	YOR332W	0	702	1	43.02	0	1	0	0	1	0	0	0	0	0
VMA5	YKL080W	0	1179	1	38.42	0	0	0	0	0	0	0	0	0	0
VMA6	YLR447C	0	1038	-1	37.86	0	1	0	0	0	0	0	0	0	0
VMA7	YGR020C	0	357	-1	40.06	0	0	0	0	0	0	0	0	0	0
VMA8	YEL051W	0	771	1	38.91	0	0	0	0	1	0	0	0	0	0
VMR1	YHL035C	0	4779	-1	35.78	0	1	1	0	0	0	1	0	0	1
VMS1	YDR049W	0	1899	1	39.39	0	1	0	0	1	0	1	1	1	0
VNX1	YNL321W	0	2727	1	43.53	0	1	1	0	0	0	0	1	0	0
VOA1	YGR106C	0	798	-1	36.22	0	1	1	1	0	0	0	1	0	0
VPH1	YOR270C	0	2523	-1	38.72	0	1	1	0	1	0	0	0	0	0
VPH2	YKL119C	0	648	-1	36.27	0	1	1	0	1	0	0	1	0	0
VPS1	YKR001C	0	2115	-1	38.35	0	1	0	0	1	0	1	0	1	0
VPS13	YLL040C	0	9435	-1	37.56	0	1	0	0	0	0	1	0	1	0
VPS15	YBR097W	0	4365	1	34.71	1	1	0	0	0	0	1	0	0	0
VPS16	YPL045W	0	2397	1	36.59	0	0	0	0	0	0	0	0	1	0
VPS17	YOR132W	0	1656	1	40.46	0	1	0	0	1	0	0	0	0	0
VPS20	YMR077C	0	666	-1	35.29	0	1	0	0	1	0	0	0	1	0
VPS21	YOR089C	0	633	-1	41.71	0	1	0	0	0	1	1	0	1	0
VPS24	YKL041W	0	675	1	39.26	0	0	0	0	1	0	0	0	1	0
VPS25	YJR102C	0	609	-1	37.44	0	1	0	0	0	0	0	0	1	0
VPS27	YNR006W	0	1869	1	40.56	0	1	0	0	1	0	0	0	0	0
VPS28	YPL065W	0	729	1	35.53	0	0	0	0	0	0	0	0	1	0
VPS29	YHR012W	0	849	1	38.95	0	1	0	0	0	0	0	0	0	0
VPS3	YDR495C	0	3036	-1	33.3	0	1	0	0	1	0	0	0	1	0
VPS30	YPL120W	0	1674	1	35.54	0	1	0	0	1	0	0	0	0	0
VPS33	YLR396C	0	2076	-1	36.75	0	1	0	0	0	0	0	0	1	0
VPS34	YLR240W	0	2628	1	37.79	1	1	0	0	0	0	0	0	0	0
VPS35	YJL154C	0	2835	-1	37.39	0	1	0	0	0	0	0	0	0	0
VPS36	YLR417W	0	1701	1	41.03	0	1	0	0	0	0	0	0	1	0
VPS38	YLR360W	0	1320	1	35.38	0	0	0	0	1	0	0	0	0	0
VPS4	YPR173C	0	1314	-1	42.69	0	1	0	0	1	0	0	1	1	0
VPS41	YDR080W	0	2979	1	34.54	0	1	0	0	0	0	0	0	0	0
VPS45	YGL095C	0	1734	-1	35.29	0	1	0	0	0	0	0	0	1	0
VPS5	YOR069W	0	2028	1	39.55	0	0	0	0	1	0	0	0	1	0
VPS51	YKR020W	0	495	1	39.39	0	0	0	0	1	0	0	0	0	0
VPS52	YDR484W	0	1926	1	33.28	0	1	0	0	1	0	0	0	1	0
VPS53	YJL029C	0	2469	-1	38.84	0	1	0	0	1	0	0	0	1	0
VPS54	YDR027C	0	2670	-1	37.3	0	1	0	0	1	0	1	0	0	0
VPS60	YDR486C	0	690	-1	40.29	0	1	0	0	1	0	0	0	1	0
VPS61	YDR136C	0	573	-1	38.05	0	1	1	0	0	0	0	0	0	0
VPS62	YGR141W	0	1404	1	42.02	0	0	1	0	0	0	0	0	0	0
VPS63	YLR261C	0	327	-1	38.53	0	0	0	0	0	0	0	0	0	0
VPS64	YDR200C	0	1815	-1	37.02	0	1	0	0	1	0	0	1	1	0
VPS65	YLR322W	0	315	1	35.24	0	1	1	1	0	0	0	0	0	0
VPS68	YOL129W	0	555	1	40.18	0	1	1	0	0	0	1	0	0	0
VPS69	YPR087W	0	321	1	43.3	0	1	1	0	0	0	0	0	0	0
VPS70	YJR126C	0	2436	-1	40.56	1	1	1	0	0	0	0	0	0	0
VPS71	YML041C	0	843	-1	37.6	0	0	0	0	0	1	0	0	0	0
VPS72	YDR485C	0	2388	-1	38.61	0	1	0	0	1	1	0	0	1	0
VPS73	YGL104C	0	1461	-1	39.63	0	1	1	0	0	0	1	0	0	0
VPS74	YDR372C	0	1038	-1	36.32	0	0	0	0	0	1	0	0	1	0
VPS75	YNL246W	0	795	1	43.93	0	1	0	0	1	1	0	0	0	0
VPS8	YAL002W	0	3825	1	37.18	0	1	0	0	0	0	0	0	0	0
VPS9	YML097C	0	1356	-1	37.83	0	1	0	0	1	0	0	0	1	0
VRP1	YLR337C	0	2454	-1	48.9	0	1	0	0	0	0	0	0	1	0
VTA1	YLR181C	0	993	-1	39.38	0	1	0	0	1	0	0	0	1	0
VTH1	YIL173W	0	4650	1	38.49	0	1	1	1	0	0	0	0	0	0
VTS1	YOR359W	0	1572	1	40.9	0	1	0	0	0	1	0	0	1	0
WAR1	YML076C	0	2835	-1	38.17	0	1	0	0	1	1	1	0	0	0
WHI2	YOR043W	0	1461	1	39.01	0	1	0	0	0	0	0	0	0	0
WHI3	YNL197C	0	1986	-1	40.94	0	1	0	0	0	0	0	0	1	0
WHI4	YDL224C	0	1950	-1	40.41	0	1	0	0	0	0	0	0	1	0
WHI5	YOR083W	0	888	1	54.05	0	1	0	0	0	1	0	0	1	0
WSC2	YNL283C	0	1512	-1	46.16	0	1	1	1	0	0	0	0	1	0
WSC3	YOL105C	0	1671	-1	42.43	0	1	1	0	0	0	0	0	0	0
WSC4	YHL028W	0	1818	1	45.21	0	1	1	1	0	0	0	1	0	0
WSS1	YHR134W	0	810	1	41.23	0	1	0	0	0	1	0	0	0	0
WTM1	YOR230W	0	1314	1	43	0	1	0	0	0	1	0	0	1	0
WTM2	YOR229W	0	1404	1	45.8	0	1	0	0	0	1	0	0	0	0
XBP1	YIL101C	0	1944	-1	45.83	0	1	0	0	0	1	0	0	0	0
XDJ1	YLR090W	0	1380	1	43.91	0	1	0	0	0	1	1	0	0	0
XKS1	YGR194C	0	1803	-1	40.16	1	1	0	0	0	0	0	0	1	0
XPT1	YJR133W	0	630	1	40.79	1	0	0	0	1	0	0	0	1	0
XRN1	YGL173C	0	4587	-1	37.63	1	1	0	0	1	1	0	0	1	0
XRS2	YDR369C	0	2565	-1	36.69	0	1	0	0	1	1	0	0	1	0
XYL2	YLR070C	0	1071	-1	44.54	1	0	0	0	0	0	0	0	0	0
YAF9	YNL107W	0	681	1	36.86	0	0	0	0	1	1	0	0	1	0
YAK1	YJL141C	0	2424	-1	40.88	1	1	0	0	0	1	0	0	1	0
YAL004W	YAL004W	0	648	1	44.91	0	1	0	0	0	0	0	0	0	0
YAL037W	YAL037W	0	804	1	39.18	0	1	0	0	0	0	0	0	0	0
YAL042C-A	YAL042C-A	0	378	-1	47.88	0	1	1	0	0	0	0	0	0	0
YAL045C	YAL045C	0	309	-1	47.25	0	0	0	0	0	0	0	0	0	0
YAL056C-A	YAL056C-A	0	351	-1	41.31	0	0	0	0	0	0	0	0	0	0
YAL065C	YAL065C	0	387	-1	44.19	0	1	1	0	0	0	0	0	0	0
YAL066W	YAL066W	0	309	1	28.8	0	1	1	0	0	0	0	0	0	0
YAP1	YML007W	0	1953	1	38.3	0	1	0	0	1	1	0	0	1	0
YAP1801	YHR161C	0	1914	-1	42.95	0	1	0	0	1	0	0	0	1	0
YAP1802	YGR241C	0	1707	-1	41.3	0	1	0	0	1	0	0	0	1	0
YAP3	YHL009C	0	993	-1	37.46	0	1	0	0	1	1	0	0	1	0
YAP5	YIR018W	0	738	1	44.72	0	1	0	0	1	1	0	0	1	0
YAP6	YDR259C	0	1152	-1	36.46	0	1	0	0	1	1	0	0	0	0
YAP7	YOL028C	0	738	-1	43.22	0	1	0	0	1	1	0	0	0	0
YAR023C	YAR023C	0	540	-1	40.19	0	0	1	0	0	0	0	0	0	0
YAR028W	YAR028W	0	705	1	41.42	0	1	1	0	0	0	0	0	0	0
YAR029W	YAR029W	0	225	1	37.33	0	0	0	0	0	0	0	0	1	0
YAR030C	YAR030C	0	342	-1	36.55	0	0	0	0	0	0	0	0	0	0
YAR047C	YAR047C	0	321	-1	31.78	0	1	1	0	0	0	0	0	0	0
YAR1	YPL239W	0	603	1	42.79	0	1	0	0	0	0	0	0	1	0
YAT1	YAR035W	0	2064	1	58.04	1	1	0	0	0	0	1	0	0	0
YAT2	YER024W	0	2772	1	41.09	1	1	0	0	0	0	0	0	1	0
YBL010C	YBL010C	0	843	-1	38.08	0	1	0	0	0	1	0	0	0	0
YBL012C	YBL012C	0	402	-1	44.53	0	0	1	0	0	0	0	0	0	0
YBL028C	YBL028C	0	321	-1	36.76	0	1	0	0	0	1	0	0	0	1
YBL029W	YBL029W	0	1131	1	37.93	0	1	0	0	0	1	0	0	1	0
YBL036C	YBL036C	0	774	-1	36.95	0	1	0	0	0	1	0	0	1	0
YBL044W	YBL044W	0	369	1	47.15	0	0	0	0	0	0	0	0	0	0
YBL053W	YBL053W	0	375	1	37.6	0	1	1	0	0	0	0	0	0	0
YBL055C	YBL055C	0	1257	-1	40.49	1	0	0	0	0	0	0	0	1	0
YBL059W	YBL059W	0	582	1	38.71	0	0	1	0	0	0	1	0	0	0
YBL062W	YBL062W	0	381	1	35.43	0	1	1	0	0	0	0	0	0	0
YBL065W	YBL065W	0	345	1	38.55	0	1	1	0	0	0	0	0	0	0
YBL070C	YBL070C	0	321	-1	38.32	0	1	1	0	0	0	0	0	0	0
YBL071C	YBL071C	0	309	-1	36.25	0	0	0	0	0	0	0	0	0	0
YBL081W	YBL081W	0	1107	1	44.81	0	1	0	0	0	0	0	0	0	0
YBL083C	YBL083C	0	426	-1	45.77	0	0	0	0	0	0	0	0	0	0
YBL086C	YBL086C	0	1401	-1	41.18	0	1	0	0	0	0	0	0	0	0
YBL094C	YBL094C	0	333	-1	38.44	0	0	1	0	0	0	0	0	0	0
YBL096C	YBL096C	0	309	-1	44.34	0	0	0	1	0	0	0	0	0	0
YBL100C	YBL100C	0	315	-1	43.49	0	1	1	0	0	0	0	0	0	0
YBP1	YBR216C	0	2025	-1	35.8	0	0	0	0	0	0	0	0	1	0
YBP2	YGL060W	0	1926	1	37.12	0	1	0	0	0	1	0	0	1	0
YBR012C	YBR012C	0	420	-1	33.57	0	0	0	0	0	0	0	0	0	0
YBR013C	YBR013C	0	390	-1	33.08	0	0	0	1	0	0	0	0	0	0
YBR016W	YBR016W	0	387	1	50.65	0	1	0	0	0	0	0	0	0	0
YBR027C	YBR027C	0	333	-1	34.23	0	1	1	0	0	0	0	0	0	0
YBR032W	YBR032W	0	303	1	43.23	0	0	0	0	0	0	0	0	0	0
YBR051W	YBR051W	0	351	1	37.04	0	1	1	0	0	0	0	0	0	0
YBR053C	YBR053C	0	1077	-1	39	0	0	0	0	0	0	0	0	0	0
YBR056W	YBR056W	0	1506	1	38.31	1	0	0	0	0	0	0	0	1	0
YBR062C	YBR062C	0	543	-1	38.72	0	1	0	0	0	0	0	0	0	0
YBR063C	YBR063C	0	1215	-1	35.23	0	0	0	0	0	0	0	0	0	0
YBR064W	YBR064W	0	429	1	33.1	0	0	1	0	0	0	0	0	0	0
YBR071W	YBR071W	0	636	1	43.4	0	1	0	0	0	0	0	0	1	0
YBR090C	YBR090C	0	369	-1	44.21	0	1	1	0	0	1	0	0	1	0
YBR096W	YBR096W	0	693	1	37.37	0	0	0	0	0	0	0	1	0	0
YBR099C	YBR099C	0	384	-1	31.77	0	1	1	0	0	0	0	0	0	0
YBR113W	YBR113W	0	483	1	41.82	0	1	1	0	0	0	0	0	0	0
YBR116C	YBR116C	0	528	-1	39.58	0	0	1	0	0	0	0	0	0	0
YBR134W	YBR134W	0	402	1	37.31	0	1	0	0	0	0	0	0	0	0
YBR137W	YBR137W	0	540	1	39.44	0	0	0	0	0	0	0	0	1	0
YBR138C	YBR138C	0	1575	-1	35.43	0	1	0	0	0	0	0	0	1	0
YBR139W	YBR139W	0	1527	1	40.54	1	0	0	1	0	0	0	0	0	0
YBR144C	YBR144C	0	315	-1	39.37	0	0	0	0	0	0	0	0	0	0
YBR174C	YBR174C	0	315	-1	42.22	0	0	0	0	0	0	0	0	0	0
YBR178W	YBR178W	0	375	1	37.07	0	1	0	0	0	0	0	0	0	0
YBR184W	YBR184W	0	1572	1	34.86	0	1	0	0	0	0	0	0	0	0
YBR197C	YBR197C	0	654	-1	47.09	0	1	0	0	0	1	0	0	1	0
YBR206W	YBR206W	0	324	1	41.67	0	0	0	0	0	0	0	0	0	0
YBR209W	YBR209W	0	318	1	42.14	0	0	1	0	0	0	0	0	0	0
YBR219C	YBR219C	0	384	-1	40	0	0	1	0	0	0	0	0	0	0
YBR220C	YBR220C	0	1683	-1	43.02	0	0	1	0	0	0	0	0	0	0
YBR224W	YBR224W	0	516	1	38.95	0	1	1	0	0	0	0	0	0	0
YBR225W	YBR225W	0	2703	1	38.81	0	1	0	0	0	0	0	0	0	0
YBR226C	YBR226C	0	411	-1	34.31	0	0	0	0	0	0	0	0	0	0
YBR232C	YBR232C	0	360	-1	44.17	0	1	0	0	0	0	0	0	0	0
YBR238C	YBR238C	0	2196	-1	38.3	0	1	0	0	0	0	1	0	1	0
YBR241C	YBR241C	0	1467	-1	50.65	0	1	1	0	0	0	0	0	0	0
YBR242W	YBR242W	0	717	1	40.86	0	0	0	0	0	1	0	0	1	0
YBR259W	YBR259W	0	2067	1	35.37	0	1	0	0	0	0	0	0	0	0
YBR277C	YBR277C	0	402	-1	38.81	0	1	0	1	0	0	0	0	0	0
YBR284W	YBR284W	0	2394	1	38.85	0	1	0	0	0	0	0	0	0	0
YBR285W	YBR285W	0	435	1	37.24	0	0	0	0	0	0	0	0	0	0
YBR287W	YBR287W	0	1284	1	39.95	0	1	1	0	1	0	0	1	0	0
YBR292C	YBR292C	0	372	-1	32.8	0	1	1	0	0	0	0	0	0	0
YBR300C	YBR300C	0	498	-1	41.57	0	0	1	1	0	0	0	0	0	0
YBT1	YLL048C	0	4986	-1	37.1	0	1	1	0	0	0	0	0	0	0
YCF1	YDR135C	0	4548	-1	38.06	0	1	1	0	0	0	0	0	0	0
YCH1	YGR203W	0	447	1	54.36	1	0	0	0	0	1	0	0	1	0
YCK1	YHR135C	0	1617	-1	42.98	1	1	0	0	1	1	1	1	1	0
YCK2	YNL154C	0	1641	-1	39.79	1	1	0	0	1	1	0	0	1	0
YCK3	YER123W	0	1575	1	36.89	1	1	0	0	0	1	0	0	0	0
YCL001W-A	YCL001W-A	0	462	1	31.39	0	1	0	0	0	0	0	0	0	0
YCL002C	YCL002C	0	792	-1	34.91	0	1	1	0	0	0	0	0	0	0
YCL007C	YCL007C	0	393	-1	38.17	0	1	1	0	0	0	0	0	0	0
YCL022C	YCL022C	0	516	-1	41.86	0	1	1	0	0	0	0	0	0	0
YCL023C	YCL023C	0	348	-1	43.1	0	0	1	0	0	0	0	0	0	0
YCL042W	YCL042W	0	360	1	51.67	0	1	0	0	0	0	0	0	1	0
YCL046W	YCL046W	0	324	1	41.36	0	0	0	0	0	0	0	0	0	0
YCL049C	YCL049C	0	939	-1	43.56	0	1	0	1	0	0	0	0	0	0
YCL076W	YCL076W	0	744	1	38.58	0	1	0	0	0	0	0	0	0	0
YCP4	YCR004C	0	744	-1	44.89	0	1	0	0	0	0	1	0	1	0
YCR001W	YCR001W	0	315	1	30.48	0	0	1	0	0	0	0	0	0	0
YCR006C	YCR006C	0	474	-1	46.62	0	0	0	0	0	0	0	0	0	0
YCR007C	YCR007C	0	720	-1	36.25	0	0	1	0	0	0	0	0	0	0
YCR016W	YCR016W	0	873	1	36.08	0	1	0	0	1	1	0	0	0	0
YCR022C	YCR022C	0	345	-1	44.64	0	1	0	0	0	0	0	0	0	0
YCR023C	YCR023C	0	1836	-1	38.13	0	1	1	0	0	0	0	0	0	0
YCR025C	YCR025C	0	411	-1	44.04	0	1	0	0	0	0	0	0	0	0
YCR043C	YCR043C	0	384	-1	36.98	0	1	1	0	0	0	0	0	0	0
YCR049C	YCR049C	0	447	-1	54.59	0	1	0	0	0	0	0	0	0	0
YCR050C	YCR050C	0	309	-1	45.31	0	0	0	0	0	0	0	0	0	0
YCR051W	YCR051W	0	669	1	53.06	0	0	0	0	0	1	0	0	1	0
YCR061W	YCR061W	0	1896	1	49	0	1	1	1	0	0	0	0	1	0
YCR064C	YCR064C	0	411	-1	44.53	0	1	0	0	0	0	0	0	0	0
YCR085W	YCR085W	0	354	1	34.46	0	0	1	1	0	0	0	0	0	0
YCR087C-A	YCR087C-A	0	462	-1	45.24	0	1	0	0	0	1	0	0	0	0
YCR087W	YCR087W	0	516	1	43.22	0	1	1	0	0	0	0	0	0	0
YCR090C	YCR090C	0	549	-1	36.43	0	0	0	0	0	1	0	0	1	0
YCR099C	YCR099C	0	468	-1	37.61	0	0	0	0	0	0	0	0	0	0
YCR100C	YCR100C	0	951	-1	38.28	0	0	0	0	0	0	0	0	0	0
YCR101C	YCR101C	0	549	-1	36.98	0	0	0	1	0	0	0	0	0	0
YCR102C	YCR102C	0	1107	-1	44.26	0	0	0	0	1	0	0	0	0	0
YCR102W-A	YCR102W-A	0	198	1	35.35	0	0	0	0	0	0	0	0	0	0
YCT1	YLL055W	0	1596	1	38.66	0	1	1	0	1	0	0	1	0	0
YDC1	YPL087W	0	954	1	38.99	1	0	1	0	0	0	0	1	0	0
YDJ1	YNL064C	0	1230	-1	41.46	0	1	0	0	0	1	0	0	1	0
YDL009C	YDL009C	0	324	-1	35.49	0	1	1	0	0	0	0	0	0	0
YDL011C	YDL011C	0	324	-1	37.35	0	0	1	0	0	0	0	0	0	0
YDL012C	YDL012C	0	324	-1	44.39	0	1	0	0	0	0	0	0	0	0
YDL023C	YDL023C	0	321	-1	40.5	0	0	0	0	0	0	0	0	0	0
YDL026W	YDL026W	0	312	1	39.74	0	0	1	0	0	0	0	0	0	0
YDL032W	YDL032W	0	312	1	42.95	0	1	0	0	0	0	0	0	0	0
YDL034W	YDL034W	0	345	1	43.77	0	0	0	0	0	0	0	0	0	0
YDL041W	YDL041W	0	354	1	44.35	0	0	1	0	0	0	0	0	0	0
YDL050C	YDL050C	0	372	-1	38.44	0	1	1	0	0	0	0	0	0	0
YDL057W	YDL057W	0	987	1	41.64	0	1	0	0	0	0	0	0	0	0
YDL062W	YDL062W	0	426	1	36.38	0	1	0	0	0	0	0	0	0	0
YDL068W	YDL068W	0	330	1	37.58	0	1	1	0	0	0	0	0	0	0
YDL071C	YDL071C	0	375	-1	45.6	0	1	0	0	0	0	0	0	0	0
YDL073W	YDL073W	0	2955	1	34.31	0	1	0	0	0	0	0	0	0	0
YDL086W	YDL086W	0	822	1	46.84	1	0	0	0	0	0	1	0	1	0
YDL094C	YDL094C	0	510	-1	35.29	0	1	1	0	0	0	0	0	0	0
YDL109C	YDL109C	0	1944	-1	41.92	1	1	0	0	0	0	0	0	0	0
YDL114W	YDL114W	0	927	1	37.54	1	1	0	0	0	0	0	0	0	0
YDL118W	YDL118W	0	381	1	41.21	0	1	1	0	0	0	0	0	0	0
YDL121C	YDL121C	0	450	-1	36.67	0	1	1	0	1	0	0	1	0	0
YDL124W	YDL124W	0	939	1	40.89	1	0	0	0	0	1	0	0	1	0
YDL129W	YDL129W	0	876	1	42.58	0	1	0	0	0	1	0	0	1	0
YDL144C	YDL144C	0	1071	-1	48.65	0	1	0	0	0	1	0	0	1	0
YDL157C	YDL157C	0	357	-1	39.22	0	0	0	0	0	0	1	0	0	0
YDL158C	YDL158C	0	309	-1	29.13	0	1	0	0	0	0	0	0	0	0
YDL162C	YDL162C	0	357	-1	41.74	0	0	0	0	0	0	0	0	0	0
YDL172C	YDL172C	0	480	-1	41.25	0	1	1	0	0	0	0	0	0	0
YDL176W	YDL176W	0	2127	1	36.48	0	1	0	0	0	0	0	0	0	0
YDL177C	YDL177C	0	513	-1	40.16	0	1	0	0	0	0	0	0	0	0
YDL180W	YDL180W	0	1644	1	38.56	0	1	1	0	0	0	0	0	0	0
YDL183C	YDL183C	0	963	-1	37.07	0	1	0	0	0	0	1	0	0	0
YDL186W	YDL186W	0	834	1	43.88	0	1	0	0	0	0	0	0	0	0
YDL187C	YDL187C	0	330	-1	40.3	0	1	0	0	0	0	0	0	0	0
YDL199C	YDL199C	0	2064	-1	39.34	0	1	1	0	0	0	0	0	0	0
YDL206W	YDL206W	0	2289	1	35.39	0	1	1	0	0	0	0	0	0	0
YDL211C	YDL211C	0	1119	-1	39.95	0	1	1	0	0	0	0	0	0	0
YDL218W	YDL218W	0	954	1	45.18	0	1	1	0	0	0	0	0	1	0
YDL241W	YDL241W	0	372	1	39.25	0	0	0	0	0	0	0	0	0	0
YDL242W	YDL242W	0	354	1	38.98	0	1	0	0	0	0	0	0	0	0
YDR008C	YDR008C	0	351	-1	39.32	0	1	1	0	0	0	0	0	0	0
YDR010C	YDR010C	0	333	-1	48.65	0	0	0	0	0	0	0	0	0	0
YDR015C	YDR015C	0	240	-1	44.17	0	1	0	0	0	0	0	0	0	0
YDR018C	YDR018C	0	1191	-1	37.7	1	0	1	0	0	0	0	0	0	0
YDR029W	YDR029W	0	315	1	33.97	0	1	1	0	0	0	0	0	0	0
YDR042C	YDR042C	0	603	-1	34.83	0	1	0	0	0	0	0	0	0	0
YDR048C	YDR048C	0	315	-1	33.33	0	0	1	1	0	0	0	0	0	0
YDR056C	YDR056C	0	618	-1	39.48	0	1	0	1	0	0	0	1	0	0
YDR061W	YDR061W	0	1620	1	40.68	0	1	0	0	1	0	1	0	0	0
YDR089W	YDR089W	0	2610	1	35.71	0	1	1	0	0	0	0	0	0	0
YDR090C	YDR090C	0	933	-1	39.98	0	1	1	0	0	0	0	0	0	0
YDR094W	YDR094W	0	336	1	50.89	0	0	0	0	0	0	0	0	0	0
