Gene	Ensembl.Gene.ID	Essential	GC.content	Strand	Transcript.length	Transmembrane.length.discretized	Coiled.coil.discretized
TDH2	YJR009C	0	46.95	-1	999	0	0
TDH3	YGR192C	0	47.05	-1	999	0	0
TDP1	YBR223C	0	42.81	-1	1635	0	0
TEA1	YOR337W	0	40.7	1	2280	0	1
TEC1	YBR083W	0	40.38	1	1461	0	0
TED1	YIL039W	0	39.66	1	1422	1	0
TEF2	YBR118W	0	44.59	1	1377	0	0
TEF4	YKL081W	0	39.81	1	1239	0	0
TEL1	YBL088C	0	35.81	-1	8364	0	0
TEP1	YNL128W	0	38.39	1	1305	0	0
TES1	YJR019C	0	50.1	-1	1050	0	0
TEX1	YNL253W	0	36.25	1	1269	0	0
TFB6	YOR352W	0	36.82	1	1032	0	0
TFS1	YLR178C	0	47.88	-1	660	0	0
TGL1	YKL140W	0	37.46	1	1647	0	0
TGL2	YDR058C	0	36.49	-1	981	0	0
TGL3	YMR313C	0	37.43	-1	1929	1	0
TGL4	YKR089C	0	39.77	-1	2733	0	0
TGL5	YOR081C	0	41.64	-1	2250	1	0
TGS1	YPL157W	0	39.77	1	948	0	1
THI12	YNL332W	0	43.99	1	1023	0	0
THI2	YBR240C	0	44.57	-1	1353	0	0
THI20	YOL055C	0	39.73	-1	1656	0	0
THI21	YPL258C	0	42.21	-1	1656	0	0
THI22	YPR121W	0	40.31	1	1719	0	1
THI3	YDL080C	0	40.93	-1	1830	0	0
THI4	YGR144W	0	44.55	1	981	1	0
THI6	YPL214C	0	40.97	-1	1623	0	0
THI7	YLR237W	0	42.79	1	1797	1	0
THI72	YOR192C	0	41.06	-1	1800	1	0
THI73	YLR004C	0	40.08	-1	1572	1	0
THI74	YDR438W	0	39.35	1	1113	1	0
THO1	YER063W	0	41.7	1	657	0	0
THO2	YNL139C	0	36.25	-1	4794	0	1
THP1	YOL072W	0	41.45	1	1368	0	0
THP2	YHR167W	0	38.42	1	786	0	0
THP3	YPR045C	0	36.66	-1	1413	0	0
THR1	YHR025W	0	48.14	1	1074	0	0
THR4	YCR053W	0	40.39	1	1545	0	0
TIF1	YKR059W	0	40.4	1	1188	0	0
TIF2	YJL138C	0	40.4	-1	1188	0	0
TIF3	YPR163C	0	43.94	-1	1311	0	0
TIF4632	YGL049C	0	39.2	-1	2745	0	1
TIM13	YGR181W	0	44.03	1	318	0	0
TIM18	YOR297C	0	35.92	-1	579	0	0
TIM21	YGR033C	0	38.75	-1	720	1	0
TIP1	YBR067C	0	47.71	-1	633	0	0
TIP41	YPR040W	0	44.44	1	1071	0	0
TIR1	YER011W	0	47.06	1	765	0	0
TIR2	YOR010C	0	46.96	-1	756	0	1
TIR3	YIL011W	0	47.16	1	810	0	0
TIR4	YOR009W	0	47.13	1	1464	0	1
TIS11	YLR136C	0	41.03	-1	858	0	0
TKL1	YPR074C	0	44.44	-1	2043	0	0
TKL2	YBR117C	0	44.92	-1	2046	0	0
TLG2	YOL018C	0	38.19	-1	1194	1	1
TMA10	YLR327C	0	44.83	-1	261	0	0
TMA108	YIL137C	0	39.74	-1	2841	0	0
TMA16	YOR252W	0	38.73	1	537	0	0
TMA17	YDL110C	0	47.24	-1	453	0	1
TMA19	YKL056C	0	43.06	-1	504	0	0
TMA20	YER007C-A	0	38.06	-1	546	0	0
TMA22	YJR014W	0	42.04	1	597	0	1
TMA23	YMR269W	0	38.21	1	636	0	0
TMA46	YOR091W	0	45.66	1	1038	0	1
TMA64	YDR117C	0	37.1	-1	1698	0	1
TMA7	YLR262C-A	0	40.51	-1	195	0	0
TMC1	YOR052C	0	41.06	-1	453	0	0
TMN2	YDR107C	0	38.39	-1	2019	1	0
TMN3	YER113C	0	37.53	-1	2121	1	0
TMS1	YDR105C	0	40.15	-1	1422	1	0
TMT1	YER175C	0	40.44	-1	900	0	0
TNA1	YGR260W	0	41.74	1	1605	1	0
TOD6	YBL054W	0	41.51	1	1578	0	0
TOF1	YNL273W	0	37.66	1	3717	0	0
TOF2	YKR010C	0	36.87	-1	2316	0	0
TOG1	YER184C	0	38.16	-1	2385	1	1
TOK1	YJL093C	0	39.74	-1	2076	1	0
TOM1	YDR457W	0	37.25	1	9807	0	1
TOM6	YOR045W	0	47.31	1	186	1	0
TOM7	YNL070W	0	34.97	1	183	0	0
TOM70	YNL121C	0	37.27	-1	1854	1	0
TOM71	YHR117W	0	41.3	1	1920	0	1
TOP1	YOL006C	0	38.44	-1	2310	0	1
TOP3	YLR234W	0	48.6	1	1971	0	0
TOR1	YJR066W	0	38.55	1	7413	0	1
TOS1	YBR162C	0	43.49	-1	1368	0	0
TOS2	YGR221C	0	40.02	-1	1869	1	0
TOS3	YGL179C	0	39.93	-1	1683	0	0
TOS4	YLR183C	0	39.59	-1	1470	0	0
TOS6	YNL300W	0	48.87	1	309	1	0
TOS8	YGL096W	0	39.83	1	831	0	0
TPA1	YER049W	0	39.43	1	1935	0	0
TPC1	YGR096W	0	46.46	1	945	0	0
TPD3	YAL016W	0	38.26	1	1908	0	0
TPK1	YJL164C	0	39.78	-1	1194	0	0
TPK2	YPL203W	0	40.86	1	1143	0	0
TPK3	YKL166C	0	39.6	-1	1197	0	0
TPM1	YNL079C	0	44	-1	600	0	1
TPM2	YIL138C	0	36.83	-1	486	0	1
TPO1	YLL028W	0	44.75	1	1761	1	0
TPO2	YGR138C	0	42.55	-1	1845	1	0
TPO3	YPR156C	0	42.32	-1	1869	1	0
TPO4	YOR273C	0	42.83	-1	1980	1	0
TPO5	YKL174C	0	38.34	-1	1857	1	0
TPP1	YMR156C	0	38.49	-1	717	0	0
TPS1	YBR126C	0	45.23	-1	1488	0	0
TPS2	YDR074W	0	39.65	1	2691	0	0
TPS3	YMR261C	0	39.84	-1	3165	0	0
TRE1	YPL176C	0	40.65	-1	2352	1	0
TRF5	YNL299W	0	39.5	1	1929	0	0
TRI1	YMR233W	0	37.59	1	681	0	0
TRK1	YJL129C	0	39.13	-1	3708	1	0
TRK2	YKR050W	0	45.09	1	2670	1	0
TRM1	YDR120C	0	40.57	-1	1713	0	0
TRM10	YOL093W	0	42.86	1	882	0	1
TRM11	YOL124C	0	39.17	-1	1302	0	0
TRM12	YML005W	0	37.22	1	1389	0	0
TRM13	YOL125W	0	41.16	1	1431	0	0
TRM2	YKR056W	0	38.23	1	1920	0	1
TRM3	YDL112W	0	36.49	1	4311	0	0
TRM44	YPL030W	0	38.97	1	1704	0	0
TRM7	YBR061C	0	40.41	-1	933	0	0
TRM732	YMR259C	0	35.37	-1	4263	0	1
TRM8	YDL201W	0	40.07	1	861	0	0
TRM82	YDR165W	0	35.36	1	1335	0	1
TRM9	YML014W	0	47.5	1	840	0	0
TRP1	YDR007W	0	42.07	1	675	0	0
TRP2	YER090W	0	39.63	1	1524	0	0
TRP3	YKL211C	0	43.23	-1	1455	0	0
TRP4	YDR354W	0	42.43	1	1143	0	0
TRP5	YGL026C	0	43.27	-1	2124	0	0
TRR2	YHR106W	0	43.25	1	1029	0	0
TRS33	YOR115C	0	37.05	-1	807	0	0
TRS65	YGR166W	0	36.48	1	1683	0	0
TRS85	YDR108W	0	37.15	1	2097	0	1
TRX1	YLR043C	0	41.35	-1	312	0	0
TRX2	YGR209C	0	43.17	-1	315	0	0
TRX3	YCR083W	0	41.41	1	384	0	0
TSA1	YML028W	0	46.53	1	591	1	0
TSA2	YDR453C	0	41.62	-1	591	0	0
TSL1	YML100W	0	43.74	1	3297	0	0
TSR2	YLR435W	0	38.83	1	618	0	0
TSR3	YOR006C	0	41.4	-1	942	0	1
TUB3	YML124C	0	43.22	-1	1338	0	0
TUF1	YOR187W	0	42.01	1	1314	0	0
TUL1	YKL034W	0	38.74	1	2277	1	0
TUM1	YOR251C	0	42.3	-1	915	0	0
TUP1	YCR084C	0	45.52	-1	2142	0	1
TUS1	YLR425W	0	37.31	1	3924	0	0
TVP15	YDR100W	0	38.43	1	432	1	0
TVP18	YMR071C	0	38.1	-1	504	1	0
TVP23	YDR084C	0	39.5	-1	600	1	0
TVP38	YKR088C	0	37.18	-1	1014	1	0
TWF1	YGR080W	0	41.34	1	999	0	0
TYE7	YOR344C	0	39.38	-1	876	0	1
TYR1	YBR166C	0	37.31	-1	1359	0	0
TYW1	YPL207W	0	39.83	1	2433	1	0
TYW3	YGL050W	0	39.54	1	822	0	0
UAF30	YOR295W	0	38.72	1	687	0	0
UBA3	YPR066W	0	43.22	1	900	0	0
UBA4	YHR111W	0	41.19	1	1323	0	1
UBC11	YOR339C	0	40.55	-1	471	0	0
UBC12	YLR306W	0	37.23	1	567	0	0
UBC13	YDR092W	0	41.92	1	462	0	0
UBC4	YBR082C	0	41.14	-1	447	0	0
UBC5	YDR059C	0	39.11	-1	447	0	0
UBC7	YMR022W	0	40.76	1	498	0	0
UBC8	YEL012W	0	38.21	1	657	0	0
UBI4	YLL039C	0	41.45	-1	1146	0	0
UBP1	YDL122W	0	37.24	1	2430	1	1
UBP11	YKR098C	0	36.12	-1	2154	0	0
UBP12	YJL197W	0	37.9	1	3765	0	1
UBP13	YBL067C	0	37.12	-1	2244	0	0
UBP14	YBR058C	0	37.81	-1	2346	0	0
UBP15	YMR304W	0	37.61	1	3693	0	1
UBP16	YPL072W	0	36.53	1	1500	1	0
UBP2	YOR124C	0	36.61	-1	3819	0	1
UBP3	YER151C	0	39.83	-1	2739	0	1
UBP5	YER144C	0	39.87	-1	2418	0	0
UBP6	YFR010W	0	36.93	1	1500	0	1
UBP7	YIL156W	0	40.42	1	3216	0	0
UBP8	YMR223W	0	36.23	1	1416	0	0
UBP9	YER098W	0	36.82	1	2265	0	0
UBR1	YGR184C	0	36.7	-1	5853	0	0
UBR2	YLR024C	0	35.52	-1	5619	0	1
UBS1	YBR165W	0	37.65	1	834	0	0
UBX2	YML013W	0	44.05	1	1755	0	0
UBX3	YDL091C	0	37.5	-1	1368	1	1
UBX4	YMR067C	0	39.41	-1	1251	0	0
UBX5	YDR330W	0	42.45	1	1503	0	0
UBX6	YJL048C	0	41.06	-1	1191	0	0
UBX7	YBR273C	0	42.94	-1	1311	0	1
UCC1	YLR224W	0	40	1	1110	0	0
UFD2	YDL190C	0	37.46	-1	2886	0	1
UFD4	YKL010C	0	37.56	-1	4452	0	0
UFO1	YML088W	0	39.86	1	2007	0	0
UGA1	YGR019W	0	42.02	1	1416	0	0
UGA3	YDL170W	0	38.44	1	1587	0	0
UGA4	YDL210W	0	40.33	1	1716	1	0
UGO1	YDR470C	0	37.77	-1	1509	1	0
UGX2	YDL169C	0	40.77	-1	672	0	0
UIP3	YAR027W	0	37.43	1	708	1	0
UIP4	YPL186C	0	40.22	-1	915	0	0
UIP5	YKR044W	0	42.42	1	1332	1	0
ULA1	YPL003W	0	39.6	1	1389	0	0
ULI1	YFR026C	0	41.57	-1	510	1	0
ULS1	YOR191W	0	38.44	1	4860	0	1
UME1	YPL139C	0	37.53	-1	1383	0	0
UME6	YDR207C	0	44.44	-1	2511	0	0
UMP1	YBR173C	0	44.3	-1	447	0	0
UNG1	YML021C	0	41.2	-1	1080	0	0
UPC2	YDR213W	0	42.67	1	2742	0	1
UPF3	YGR072W	0	35.14	1	1164	0	1
UPS1	YLR193C	0	41.29	-1	528	0	0
UPS2	YLR168C	0	38.38	-1	693	0	0
UPS3	YDR185C	0	42.59	-1	540	0	0
URA1	YKL216W	0	38.62	1	945	0	0
URA10	YMR271C	0	39.77	-1	684	0	0
URA2	YJL130C	0	39.98	-1	6645	0	0
URA4	YLR420W	0	39.82	1	1095	0	0
URA5	YML106W	0	41.12	1	681	0	0
URA7	YBL039C	0	40.17	-1	1740	0	0
URA8	YJR103W	0	45.54	1	1737	0	0
URC2	YDR520C	0	36.39	-1	2319	0	0
URE2	YNL229C	0	38.87	-1	1065	0	1
URH1	YDR400W	0	39.69	1	1023	0	0
URK1	YNR012W	0	38.18	1	1506	0	0
URM1	YIL008W	0	38	1	300	0	0
URN1	YPR152C	0	44.78	-1	1398	0	1
USA1	YML029W	0	40.33	1	2517	1	0
USV1	YPL230W	0	41.67	1	1176	0	0
UTH1	YKR042W	0	50.46	1	1098	0	0
UTP30	YKR060W	0	36.61	1	825	0	0
UTR1	YJR049C	0	40.99	-1	1593	0	0
UTR2	YEL040W	0	42.24	1	1404	0	0
UTR4	YEL038W	0	46.35	1	684	0	0
VAB2	YEL005C	0	36.63	-1	849	0	1
VAC14	YLR386W	0	37.95	1	2643	0	0
VAC17	YCL063W	0	40.17	1	1272	0	1
VAC7	YNL054W	0	39.34	1	3498	1	0
VAC8	YEL013W	0	37.82	1	1737	0	0
VAM10	YOR068C	0	41.74	-1	345	0	0
VAM3	YOR106W	0	40.14	1	852	1	0
VAM6	YDL077C	0	35.78	-1	3150	0	1
VAM7	YGL212W	0	45.53	1	951	0	1
VAN1	YML115C	0	40.42	-1	1608	1	0
VBA1	YMR088C	0	38.66	-1	1689	1	0
VBA2	YBR293W	0	37.89	1	1425	1	0
VBA3	YCL069W	0	39.36	1	1377	1	0
VBA4	YDR119W	0	38.58	1	2307	1	1
VBA5	YKR105C	0	40.19	-1	1749	1	0
VCX1	YDL128W	0	42.07	1	1236	1	0
VEL1	YGL258W	0	42.19	1	621	0	0
VFA1	YER128W	0	39.71	1	612	0	1
VHC1	YBR235W	0	40.08	1	3363	1	0
VHR2	YER064C	0	39.2	-1	1518	0	0
VHS1	YDR247W	0	39.25	1	1386	0	0
VHS2	YIL135C	0	44.09	-1	1311	0	0
VHS3	YOR054C	0	42.91	-1	2025	0	0
VID22	YLR373C	0	37.77	-1	2706	0	0
VID24	YBR105C	0	42.33	-1	1089	0	0
VID27	YNL212W	0	37.38	1	2349	0	0
VID28	YIL017C	0	37.64	-1	2766	0	0
VID30	YGL227W	0	37.26	1	2877	0	0
VIK1	YPL253C	0	35.44	-1	1944	0	1
VIP1	YLR410W	0	39.03	1	3441	0	0
VMA1	YDL185W	0	41.17	1	3216	0	0
VMA11	YPL234C	0	43.64	-1	495	1	0
VMA13	YPR036W	0	44.61	1	1437	0	1
VMA16	YHR026W	0	41.59	1	642	1	0
VMA2	YBR127C	0	42.34	-1	1554	0	0
VMA21	YGR105W	0	40.6	1	234	1	0
VMA22	YHR060W	0	38.1	1	546	0	1
VMA3	YEL027W	0	42.86	1	483	1	0
VMA4	YOR332W	0	43.02	1	702	0	1
VMA5	YKL080W	0	38.42	1	1179	0	0
VMA6	YLR447C	0	37.86	-1	1038	0	0
VMA7	YGR020C	0	40.06	-1	357	0	0
VMA8	YEL051W	0	38.91	1	771	0	1
VMR1	YHL035C	0	35.78	-1	4779	1	0
VMS1	YDR049W	0	39.39	1	1899	0	1
VNX1	YNL321W	0	43.53	1	2727	1	0
VOA1	YGR106C	0	36.22	-1	798	1	0
VPH1	YOR270C	0	38.72	-1	2523	1	1
VPH2	YKL119C	0	36.27	-1	648	1	1
VPS1	YKR001C	0	38.35	-1	2115	0	1
VPS13	YLL040C	0	37.56	-1	9435	0	0
VPS15	YBR097W	0	34.71	1	4365	0	0
VPS16	YPL045W	0	36.59	1	2397	0	0
VPS17	YOR132W	0	40.46	1	1656	0	1
VPS20	YMR077C	0	35.29	-1	666	0	1
VPS21	YOR089C	0	41.71	-1	633	0	0
VPS24	YKL041W	0	39.26	1	675	0	1
VPS25	YJR102C	0	37.44	-1	609	0	0
VPS27	YNR006W	0	40.56	1	1869	0	1
VPS28	YPL065W	0	35.53	1	729	0	0
VPS29	YHR012W	0	38.95	1	849	0	0
VPS3	YDR495C	0	33.3	-1	3036	0	1
VPS30	YPL120W	0	35.54	1	1674	0	1
VPS33	YLR396C	0	36.75	-1	2076	0	0
VPS34	YLR240W	0	37.79	1	2628	0	0
VPS35	YJL154C	0	37.39	-1	2835	0	0
VPS36	YLR417W	0	41.03	1	1701	0	0
VPS38	YLR360W	0	35.38	1	1320	0	1
VPS4	YPR173C	0	42.69	-1	1314	0	1
VPS41	YDR080W	0	34.54	1	2979	0	0
VPS45	YGL095C	0	35.29	-1	1734	0	0
VPS5	YOR069W	0	39.55	1	2028	0	1
VPS51	YKR020W	0	39.39	1	495	0	1
VPS52	YDR484W	0	33.28	1	1926	0	1
VPS53	YJL029C	0	38.84	-1	2469	0	1
VPS54	YDR027C	0	37.3	-1	2670	0	1
VPS60	YDR486C	0	40.29	-1	690	0	1
VPS61	YDR136C	0	38.05	-1	573	1	0
VPS62	YGR141W	0	42.02	1	1404	1	0
VPS63	YLR261C	0	38.53	-1	327	0	0
VPS64	YDR200C	0	37.02	-1	1815	0	1
VPS65	YLR322W	0	35.24	1	315	1	0
VPS68	YOL129W	0	40.18	1	555	1	0
VPS69	YPR087W	0	43.3	1	321	1	0
VPS70	YJR126C	0	40.56	-1	2436	1	0
VPS71	YML041C	0	37.6	-1	843	0	0
VPS72	YDR485C	0	38.61	-1	2388	0	1
VPS73	YGL104C	0	39.63	-1	1461	1	0
VPS74	YDR372C	0	36.32	-1	1038	0	0
VPS75	YNL246W	0	43.93	1	795	0	1
VPS8	YAL002W	0	37.18	1	3825	0	0
VPS9	YML097C	0	37.83	-1	1356	0	1
VRP1	YLR337C	0	48.9	-1	2454	0	0
VTA1	YLR181C	0	39.38	-1	993	0	1
VTH1	YIL173W	0	38.49	1	4650	1	0
VTS1	YOR359W	0	40.9	1	1572	0	0
WAR1	YML076C	0	38.17	-1	2835	0	1
WHI2	YOR043W	0	39.01	1	1461	0	0
WHI3	YNL197C	0	40.94	-1	1986	0	0
WHI4	YDL224C	0	40.41	-1	1950	0	0
WHI5	YOR083W	0	54.05	1	888	0	0
WSC2	YNL283C	0	46.16	-1	1512	1	0
WSC3	YOL105C	0	42.43	-1	1671	1	0
WSC4	YHL028W	0	45.21	1	1818	1	0
WSS1	YHR134W	0	41.23	1	810	0	0
WTM1	YOR230W	0	43	1	1314	0	0
WTM2	YOR229W	0	45.8	1	1404	0	0
XBP1	YIL101C	0	45.83	-1	1944	0	0
XDJ1	YLR090W	0	43.91	1	1380	0	0
XKS1	YGR194C	0	40.16	-1	1803	0	0
XPT1	YJR133W	0	40.79	1	630	0	1
XRN1	YGL173C	0	37.63	-1	4587	0	1
XRS2	YDR369C	0	36.69	-1	2565	0	1
XYL2	YLR070C	0	44.54	-1	1071	0	0
YAF9	YNL107W	0	36.86	1	681	0	1
YAK1	YJL141C	0	40.88	-1	2424	0	0
YAL004W	YAL004W	0	44.91	1	648	0	0
YAL037W	YAL037W	0	39.18	1	804	0	0
YAL042C-A	YAL042C-A	0	47.88	-1	378	1	0
YAL045C	YAL045C	0	47.25	-1	309	0	0
YAL056C-A	YAL056C-A	0	41.31	-1	351	0	0
YAL065C	YAL065C	0	44.19	-1	387	1	0
YAL066W	YAL066W	0	28.8	1	309	1	0
YAP1	YML007W	0	38.3	1	1953	0	1
YAP1801	YHR161C	0	42.95	-1	1914	0	1
YAP1802	YGR241C	0	41.3	-1	1707	0	1
YAP3	YHL009C	0	37.46	-1	993	0	1
YAP5	YIR018W	0	44.72	1	738	0	1
YAP6	YDR259C	0	36.46	-1	1152	0	1
YAP7	YOL028C	0	43.22	-1	738	0	1
YAR023C	YAR023C	0	40.19	-1	540	1	0
YAR028W	YAR028W	0	41.42	1	705	1	0
YAR029W	YAR029W	0	37.33	1	225	0	0
YAR030C	YAR030C	0	36.55	-1	342	0	0
YAR047C	YAR047C	0	31.78	-1	321	1	0
YAR1	YPL239W	0	42.79	1	603	0	0
YAT1	YAR035W	0	58.04	1	2064	0	0
YAT2	YER024W	0	41.09	1	2772	0	0
YBL010C	YBL010C	0	38.08	-1	843	0	0
YBL012C	YBL012C	0	44.53	-1	402	1	0
YBL028C	YBL028C	0	36.76	-1	321	0	0
YBL029W	YBL029W	0	37.93	1	1131	0	0
YBL036C	YBL036C	0	36.95	-1	774	0	0
YBL044W	YBL044W	0	47.15	1	369	0	0
YBL053W	YBL053W	0	37.6	1	375	1	0
YBL055C	YBL055C	0	40.49	-1	1257	0	0
YBL059W	YBL059W	0	38.71	1	582	1	0
YBL062W	YBL062W	0	35.43	1	381	1	0
YBL065W	YBL065W	0	38.55	1	345	1	0
YBL070C	YBL070C	0	38.32	-1	321	1	0
YBL071C	YBL071C	0	36.25	-1	309	0	0
YBL081W	YBL081W	0	44.81	1	1107	0	0
YBL083C	YBL083C	0	45.77	-1	426	0	0
YBL086C	YBL086C	0	41.18	-1	1401	0	0
YBL094C	YBL094C	0	38.44	-1	333	1	0
YBL096C	YBL096C	0	44.34	-1	309	0	0
YBL100C	YBL100C	0	43.49	-1	315	1	0
YBP1	YBR216C	0	35.8	-1	2025	0	0
YBP2	YGL060W	0	37.12	1	1926	0	0
YBR012C	YBR012C	0	33.57	-1	420	0	0
YBR013C	YBR013C	0	33.08	-1	390	0	0
YBR016W	YBR016W	0	50.65	1	387	0	0
YBR027C	YBR027C	0	34.23	-1	333	1	0
YBR032W	YBR032W	0	43.23	1	303	0	0
YBR051W	YBR051W	0	37.04	1	351	1	0
YBR053C	YBR053C	0	39	-1	1077	0	0
YBR056W	YBR056W	0	38.31	1	1506	0	0
YBR062C	YBR062C	0	38.72	-1	543	0	0
YBR063C	YBR063C	0	35.23	-1	1215	0	0
YBR064W	YBR064W	0	33.1	1	429	1	0
YBR071W	YBR071W	0	43.4	1	636	0	0
YBR090C	YBR090C	0	44.21	-1	369	1	0
YBR096W	YBR096W	0	37.37	1	693	0	0
YBR099C	YBR099C	0	31.77	-1	384	1	0
YBR113W	YBR113W	0	41.82	1	483	1	0
YBR116C	YBR116C	0	39.58	-1	528	1	0
YBR134W	YBR134W	0	37.31	1	402	0	0
YBR137W	YBR137W	0	39.44	1	540	0	0
YBR138C	YBR138C	0	35.43	-1	1575	0	0
YBR139W	YBR139W	0	40.54	1	1527	0	0
YBR144C	YBR144C	0	39.37	-1	315	0	0
YBR174C	YBR174C	0	42.22	-1	315	0	0
YBR178W	YBR178W	0	37.07	1	375	0	0
YBR184W	YBR184W	0	34.86	1	1572	0	0
YBR197C	YBR197C	0	47.09	-1	654	0	0
YBR206W	YBR206W	0	41.67	1	324	0	0
YBR209W	YBR209W	0	42.14	1	318	1	0
YBR219C	YBR219C	0	40	-1	384	1	0
YBR220C	YBR220C	0	43.02	-1	1683	1	0
YBR224W	YBR224W	0	38.95	1	516	1	0
YBR225W	YBR225W	0	38.81	1	2703	0	0
YBR226C	YBR226C	0	34.31	-1	411	0	0
YBR232C	YBR232C	0	44.17	-1	360	0	0
YBR238C	YBR238C	0	38.3	-1	2196	0	0
YBR241C	YBR241C	0	50.65	-1	1467	1	0
YBR242W	YBR242W	0	40.86	1	717	0	0
YBR259W	YBR259W	0	35.37	1	2067	0	0
YBR277C	YBR277C	0	38.81	-1	402	0	0
YBR284W	YBR284W	0	38.85	1	2394	0	0
YBR285W	YBR285W	0	37.24	1	435	0	0
YBR287W	YBR287W	0	39.95	1	1284	1	1
YBR292C	YBR292C	0	32.8	-1	372	1	0
YBR300C	YBR300C	0	41.57	-1	498	1	0
YBT1	YLL048C	0	37.1	-1	4986	1	0
YCF1	YDR135C	0	38.06	-1	4548	1	0
YCH1	YGR203W	0	54.36	1	447	0	0
YCK1	YHR135C	0	42.98	-1	1617	0	1
YCK2	YNL154C	0	39.79	-1	1641	0	1
YCK3	YER123W	0	36.89	1	1575	0	0
YCL001W-A	YCL001W-A	0	31.39	1	462	0	0
YCL002C	YCL002C	0	34.91	-1	792	1	0
YCL007C	YCL007C	0	38.17	-1	393	1	0
YCL022C	YCL022C	0	41.86	-1	516	1	0
YCL023C	YCL023C	0	43.1	-1	348	1	0
YCL042W	YCL042W	0	51.67	1	360	0	0
YCL046W	YCL046W	0	41.36	1	324	0	0
YCL049C	YCL049C	0	43.56	-1	939	0	0
YCL074W	YCL074W	0	NA	NA	NA	NA	NA
YCL075W	YCL075W	0	NA	NA	NA	NA	NA
YCL076W	YCL076W	0	38.58	1	744	0	0
YCP4	YCR004C	0	44.89	-1	744	0	0
YCR001W	YCR001W	0	30.48	1	315	1	0
YCR006C	YCR006C	0	46.62	-1	474	0	0
YCR007C	YCR007C	0	36.25	-1	720	1	0
YCR016W	YCR016W	0	36.08	1	873	0	1
YCR022C	YCR022C	0	44.64	-1	345	0	0
YCR023C	YCR023C	0	38.13	-1	1836	1	0
YCR025C	YCR025C	0	44.04	-1	411	0	0
YCR043C	YCR043C	0	36.98	-1	384	1	0
YCR049C	YCR049C	0	54.59	-1	447	0	0
YCR050C	YCR050C	0	45.31	-1	309	0	0
YCR051W	YCR051W	0	53.06	1	669	0	0
YCR061W	YCR061W	0	49	1	1896	1	0
YCR064C	YCR064C	0	44.53	-1	411	0	0
YCR085W	YCR085W	0	34.46	1	354	1	0
YCR087C-A	YCR087C-A	0	45.24	-1	462	0	0
YCR087W	YCR087W	0	43.22	1	516	1	0
YCR090C	YCR090C	0	36.43	-1	549	0	0
YCR099C	YCR099C	0	37.61	-1	468	0	0
YCR100C	YCR100C	0	38.28	-1	951	0	0
YCR101C	YCR101C	0	36.98	-1	549	0	0
YCR102C	YCR102C	0	44.26	-1	1107	0	1
YCR102W-A	YCR102W-A	0	35.35	1	198	0	0
YCT1	YLL055W	0	38.66	1	1596	1	1
YDC1	YPL087W	0	38.99	1	954	1	0
YDJ1	YNL064C	0	41.46	-1	1230	0	0
YDL009C	YDL009C	0	35.49	-1	324	1	0
YDL011C	YDL011C	0	37.35	-1	324	1	0
YDL012C	YDL012C	0	44.39	-1	324	0	0
YDL023C	YDL023C	0	40.5	-1	321	0	0
YDL026W	YDL026W	0	39.74	1	312	1	0
YDL032W	YDL032W	0	42.95	1	312	0	0
YDL034W	YDL034W	0	43.77	1	345	0	0
YDL041W	YDL041W	0	44.35	1	354	1	0
YDL050C	YDL050C	0	38.44	-1	372	1	0
YDL057W	YDL057W	0	41.64	1	987	0	0
YDL062W	YDL062W	0	36.38	1	426	0	0
YDL068W	YDL068W	0	37.58	1	330	1	0
YDL071C	YDL071C	0	45.6	-1	375	0	0
YDL073W	YDL073W	0	34.31	1	2955	0	0
YDL086W	YDL086W	0	46.84	1	822	0	0
YDL094C	YDL094C	0	35.29	-1	510	1	0
YDL109C	YDL109C	0	41.92	-1	1944	0	0
YDL114W	YDL114W	0	37.54	1	927	0	0
YDL118W	YDL118W	0	41.21	1	381	1	0
YDL121C	YDL121C	0	36.67	-1	450	1	1
YDL124W	YDL124W	0	40.89	1	939	0	0
YDL129W	YDL129W	0	42.58	1	876	0	0
YDL144C	YDL144C	0	48.65	-1	1071	0	0
YDL157C	YDL157C	0	39.22	-1	357	0	0
YDL158C	YDL158C	0	29.13	-1	309	0	0
YDL162C	YDL162C	0	41.74	-1	357	0	0
YDL172C	YDL172C	0	41.25	-1	480	1	0
YDL176W	YDL176W	0	36.48	1	2127	0	0
YDL177C	YDL177C	0	40.16	-1	513	0	0
YDL180W	YDL180W	0	38.56	1	1644	1	0
YDL183C	YDL183C	0	37.07	-1	963	0	0
YDL186W	YDL186W	0	43.88	1	834	0	0
YDL187C	YDL187C	0	40.3	-1	330	0	0
YDL199C	YDL199C	0	39.34	-1	2064	1	0
YDL206W	YDL206W	0	35.39	1	2289	1	0
YDL211C	YDL211C	0	39.95	-1	1119	1	0
YDL218W	YDL218W	0	45.18	1	954	1	0
YDL241W	YDL241W	0	39.25	1	372	0	0
YDL242W	YDL242W	0	38.98	1	354	0	0
YDR008C	YDR008C	0	39.32	-1	351	1	0
YDR010C	YDR010C	0	48.65	-1	333	0	0
YDR015C	YDR015C	0	44.17	-1	240	0	0
YDR018C	YDR018C	0	37.7	-1	1191	1	0
YDR029W	YDR029W	0	33.97	1	315	1	0
YDR042C	YDR042C	0	34.83	-1	603	0	0
YDR048C	YDR048C	0	33.33	-1	315	1	0
YDR056C	YDR056C	0	39.48	-1	618	0	0
YDR061W	YDR061W	0	40.68	1	1620	0	1
